Province,City,MPG_ALL,MPG_HDT,MPG_MDT,MPG_LDT,MPG_Mpv,MPG_Car,MPG_Other,AvgMilesPerVehicle_All,AvgMilesPerVehicle_HDT,AvgMilesPerVehicle_MDT,AvgMilesPerVehicle_LDT,AvgMilesPerVehicle_Mpv,AvgMilesPerVehicle_Car,AvgMilesPerVehicle_Other,GeographyCentroid
Alberta,Innisfail,10.68,6.71,9.78,16.17,23.71,35.61,7.16,41.94,55,43.77,29.19,48.63,62.09,36.8,POINT(-113.95617165083 52.0290494405753)
Alberta,Innisfree,10.25,6.69,9.85,15.31,19.34,,6.44,2.13,1.51,6.26,2.75,2.52,,1.28,POINT(-111.527889544316 53.3779527292045)
Alberta,Irma,11.13,5.83,9.54,15.64,23.16,,5.13,11.85,11.37,32.97,11.83,6.52,,8.36,POINT(-111.229425504988 52.9131794146532)
Alberta,Irricana,11.42,6.72,9.93,16.49,25.35,44.33,6.86,2.79,2.09,2.17,3.95,2.15,4.27,1.58,POINT(-113.601923027544 51.3235827640662)
Alberta,Island Lake,8.51,5.01,9.37,14.79,20.58,,4.45,12.89,9.42,7.61,7,3.2,,69,POINT(-113.556101143546 54.845320213633)
Alberta,Island Lake South,8.35,4.96,9.41,14.75,20.43,,4.44,4.1,3.12,2.85,1.81,1.09,,22.69,POINT(-113.534043972197 54.8259112516633)
Alberta,Janvier 194,14.37,8.23,8.57,14.43,21.07,,9.17,13,15.58,30.18,14.18,6.87,,7.71,POINT(-110.720146810074 55.9342143755449)
Alberta,Jarvis Bay,13.33,6.88,9.32,15.48,24.49,38.7,9.58,4.1,3.04,6.14,4.5,2.47,2.21,4.15,POINT(-114.07625062196 52.3357690096699)
Alberta,Jasper,10,6.49,10.42,15.01,22.38,22.57,7.74,240.47,300.35,160.76,195.76,135.08,59.97,178.87,POINT(-118.131141336501 52.9013185509034)
Alberta,Jean Baptiste Gambler 183,10.56,6.02,,13.66,,,,7.62,13.59,,5.51,,,,POINT(-113.225902868725 55.2686860396752)
Alberta,Kananaskis,11.31,6.61,10.69,17.08,25.24,33.55,6.34,93.03,70.61,97.93,113.67,138.3,36.71,58.02,POINT(-114.875293785735 50.6890863199568)
Alberta,Kapasiwin,12.22,7.68,10,13.6,23.16,,9.62,3.29,1.37,11.4,4.19,0.75,,0.81,POINT(-114.445412174119 53.545816312434)
Alberta,Kapawe'no First Nation (Pakashan 150D),10.47,,,12.97,,,,17.6,,,22.2,,,,POINT(-116.268478713185 55.6152908510147)
Alberta,Kehewin 123,12.7,6.62,10.39,15.69,20.32,,10.02,37.64,28.04,42.02,44.59,48.27,,28.7,POINT(-110.835322934635 54.1010390825384)
Alberta,Killam,12.24,5.98,9.4,15.74,17.86,,5.98,16.93,8.83,14.03,26.34,14.03,,5.71,POINT(-111.852006779175 52.7945793568415)
Alberta,Kitscoty,11.68,5.95,9.79,16.41,23.94,,5.77,9.98,7.75,6.44,13.09,10.02,,6.99,POINT(-110.33280680855 53.3406797446855)
Alberta,Kneehill County,11.57,6.5,9.8,15.35,22.68,42.68,7.01,306.53,286.97,282.57,349.64,252.49,221.43,196.03,POINT(-113.262605419495 51.6645115378416)
Alberta,Lac Ste. Anne County,11.25,6.36,9.33,14.94,21.84,34.73,8.02,546.96,810.45,458.39,424.13,345.02,191.42,437.09,POINT(-114.71276500578 53.8506243824162)
Alberta,Lac la Biche County,11.72,6.1,9.47,14.08,20.08,33.15,8.98,728.78,900,775.16,642.37,401.52,155.07,905.02,POINT(-111.794852374809 55.2735125650039)
Alberta,Lacombe,10.86,6.53,9.49,15.68,21.07,34.65,7.27,28.41,25.89,35.82,27.81,45.1,22.02,17.06,POINT(-113.727451536453 52.4720614317355)
Alberta,Lacombe County,11.72,6.6,9.68,15.41,21.84,35.05,7.58,411.44,487.27,431.6,369.34,279.03,341.5,369.96,POINT(-113.725562492586 52.4402397552499)
Alberta,Lakeview,11.46,7.98,9.78,12.4,,,12.59,1.57,0.84,1.99,2.27,,,0.55,POINT(-114.458543569438 53.5597859987903)
Alberta,Lamont,10.63,6.19,9.7,15.32,20.64,31.23,6.96,24.38,20.08,50.05,17.15,12.68,5.76,59.41,POINT(-112.771923211046 53.7585871830148)
Alberta,Lamont County,10.74,6.33,9.86,15.16,21.66,30.42,7.25,290.31,318.23,248.84,228.54,203.41,107.68,495.19,POINT(-112.527339917776 53.7718589925686)
Alberta,Leduc,12.05,6.87,10.06,15.47,21.91,36.47,8.92,89.07,95.07,88,81.83,104.43,63.68,70.61,POINT(-113.545556426437 53.2656816727104)
Alberta,Leduc County,12.64,6.93,9.84,15.68,21.18,35.2,8.92,432.89,517.07,454.96,375.79,398.7,336.95,373.78,POINT(-113.813007429738 53.2392277986462)
Alberta,Legal,12.27,7.18,8.52,14.9,16.93,,8.64,13.7,6.91,21.17,15.57,6.94,,26.52,POINT(-113.591303109253 53.9498550165372)
Alberta,Lesser Slave River No.124,9.22,5,9.31,14.38,22.27,,4.61,1475.96,2202.4,787.03,680.15,690.3,,3865.49,POINT(-114.322969810938 55.2272787526364)
Alberta,Lethbridge,11.6,6.52,10.12,15.41,15.92,33.47,9.27,444.03,314.37,433.03,548.21,966.17,666.84,321.89,POINT(-112.844067373902 49.6875995062505)
Alberta,Lethbridge County,11.33,6.39,10.02,15.81,17.12,34.32,8.89,796.24,743.03,841.24,792.97,720.58,845.23,927.82,POINT(-112.763764353757 49.8505357823921)
Alberta,Linden,10.19,6.5,10.38,12.98,19.86,,6.42,12.56,8.06,4.39,15.26,23.57,,22.35,POINT(-113.485560543625 51.5906744943407)
Alberta,Little Buffalo,10.19,6.12,10.33,14.15,,,5.32,13.35,12.59,17.15,10.44,,,32.79,POINT(-116.131612172386 56.4366851785699)
Alberta,Lloydminster (Part),13.44,6.24,9.2,16.2,17.23,31.59,6.42,117.36,56,64.81,166.95,288.11,20.35,55.38,POINT(-110.03495647239 53.2807376504201)
Alberta,Lomond,12.34,6.25,9.56,15.95,21.21,,8.27,3.29,2.23,4.37,4.18,1.23,,3.11,POINT(-112.641906796117 50.34770247047)
Alberta,Longview,10.4,5.75,9.99,15.99,27.03,,5.88,7.15,9.83,7.6,4.46,2.46,,11.39,POINT(-114.233482254069 50.5307716947643)
Alberta,Loon Lake 235,9.97,6,9.6,14.12,18.57,,5.35,29.74,28.63,20.31,27.53,16.08,,58.96,POINT(-115.36570342752 56.5399073840311)
Alberta,Lougheed,11.97,5.38,9.33,15.6,22.4,,5.06,8.02,5.12,7.49,10.44,3.77,,7.02,POINT(-111.538196738994 52.7478199909914)
Alberta,Louis Bull 138B,13.11,6.31,,14.74,16.05,,,30.79,15.44,,26.75,107.59,,,POINT(-113.572031056761 52.8904228669481)
Alberta,Mackenzie County,8.55,4.79,8.79,13.26,18.59,,4.45,6092.58,7552.43,1117.68,2324.12,1477.25,,12267.48,POINT(-116.87997581563 58.7780663057292)
Alberta,Magrath,13.55,6.69,9.14,15.83,22.28,,12.16,23.69,15.25,45.87,28.05,33.01,,16.54,POINT(-112.867353528228 49.4158711995147)
Alberta,Makaoo (Part) 120,9.74,5.48,8.66,14.25,18.41,,4.65,20.61,20.32,17.16,24.24,8.79,,10.68,POINT(-110.037181765087 53.6776097298868)
Alberta,Manning,10.9,5.97,9.87,13.93,18.63,,7.48,22.03,20.12,25.33,22.71,30.52,,19.93,POINT(-117.6255437086 56.9256601293627)
Alberta,Mannville,10.65,6.33,9.91,13.2,21.12,,8.01,5.13,4.44,13,5.64,3.68,,3.65,POINT(-111.177505258938 53.3376440993612)
Alberta,Marwayne,13.26,6.01,9.23,16.71,26.08,,5.84,11.47,9.56,4.96,12.76,20.91,,5.07,POINT(-110.331170620278 53.5141685038893)
Alberta,Mayerthorpe,10.39,6.28,9.51,15.06,21.63,32.18,7.69,16.64,23.86,22.22,12.42,10.23,4.49,12.59,POINT(-115.13455708562 53.9483127289279)
Alberta,McLennan,11.62,5.88,9.73,14.09,16.65,,7.51,21.97,12.62,18.71,30.77,10.47,,18.13,POINT(-116.902299675844 55.7080919712101)
Alberta,Medicine Hat,11.92,6.59,9.16,14.72,18.6,31.12,8.46,286.83,156.56,388.09,412.16,700.59,493.67,144.93,POINT(-110.701468691742 50.0457901036281)
Alberta,Mewatha Beach,11.92,8.34,9.78,13.44,,,,9.58,2.43,15.96,6.26,,,,POINT(-112.743951386397 54.6100304648369)
Alberta,Milk River,9.61,6.65,10.51,14.76,23.81,,6.69,19.22,9.02,20.72,63.19,20.18,,11.89,POINT(-112.084529888695 49.1541581737642)
Alberta,Millet,12.98,7.04,9.98,15.52,22.25,35.22,11.57,15.26,11.4,21.11,18.63,15.66,10.02,11.62,POINT(-113.480638171917 53.0887107012437)
Alberta,Milo,13.85,6.33,9.86,16.69,25.52,,10.12,5.97,2.2,13.06,7.17,1.59,,10.35,POINT(-112.883061165302 50.5677946716068)
Alberta,Minburn County No. 27,10,6.21,9.65,15.46,21.23,30.08,6.72,435.38,575.62,324.21,280.77,269.56,94.13,513.79,POINT(-111.583412399086 53.4003111794781)
Alberta,Montana 139,13.64,7.22,11.12,15.14,16.39,,,16.37,8.35,20.4,14.77,103.86,,,POINT(-113.439188761279 52.7341601864216)
Alberta,Morinville,12.85,7.21,9.39,15.32,19.18,40.12,8.58,34,18.65,29.83,33.75,56.37,35.95,63.23,POINT(-113.638437097013 53.7982057355036)
Alberta,Morrin,13.34,6.91,9.69,14.24,27.01,,,4.42,2.17,2.32,5.81,1.85,,,POINT(-112.76402385904 51.6585740430896)
Alberta,Mountain View County,11.26,6.56,9.8,16.19,23.54,36.35,7.35,596.27,874.59,451.89,433.83,351.48,279.47,536.65,POINT(-114.266539768096 51.6884499242307)
Alberta,Mundare,11.7,6.45,10.01,15.62,20.28,40.38,7.2,9.63,9.49,19.92,7.74,4.84,1.28,20.26,POINT(-112.346431562098 53.588990259999)
Alberta,Munson,11.5,6.63,10.14,15.43,21.86,,7.16,12.6,9.69,23.64,16.99,3.75,,6.66,POINT(-112.73562539872 51.5612533533955)
Alberta,Myrnam,12.87,6.57,9.67,14.79,23.97,,6.01,4.25,2.87,3.16,5.33,3.8,,2.29,POINT(-111.224979449788 53.6611755404717)
Alberta,Nampa,10.04,5.88,9.57,14.81,16.85,,6.72,8,9.33,5.41,6.64,8.25,,9.44,POINT(-117.134550644808 56.0383504239886)
Alberta,Nanton,9.96,6.65,10.33,16.48,21.76,37.92,7.35,20.69,26.61,17.04,15.13,11.07,39.36,15.19,POINT(-113.774176783368 50.3482983201712)
Alberta,Newell County,10.28,6.38,9.29,15.46,20.92,32.05,6.27,848.94,916.21,701.31,813.65,453.4,278.52,822.19,POINT(-111.940211765573 50.615740849836)
Alberta,Nobleford,12.11,5.98,8.52,16.7,27.15,,9.07,23.84,18.78,14.86,22.28,60.52,,43.13,POINT(-113.054044809121 49.8846516711739)
Alberta,Norglenwold,12.64,6.63,9.22,14.29,,,10.62,3.52,3.79,4.58,2.79,,,0.6,POINT(-114.122262461712 52.3236079544747)
Alberta,Northern Lights County,11.47,5.62,9.75,13.88,18.57,,6.89,943.09,955.77,892.4,951.78,573.49,,861.89,POINT(-118.213792151376 57.4152055267718)
Alberta,Northern Sunrise County,11.98,5.9,9.09,14.51,21.26,,7.44,1054.68,814.04,626.57,1297.11,826.96,,803.33,POINT(-116.097860348107 56.6246946119434)
Alberta,O'Chiese 203,13.44,5.5,9.59,14.32,21.63,,11.13,113.58,61.3,37.89,141.39,22.5,,80.54,POINT(-115.349057225836 52.7943830917476)
Alberta,Okotoks,13.94,7.28,10.44,16.2,21.82,35.88,9.65,74.02,49.97,131.19,89.99,46.42,15.84,50.02,POINT(-113.965402622258 50.7239893194938)
Alberta,Olds,12.37,6.67,9.98,15.84,21.01,35.63,8.44,49.02,47.29,89.97,47.93,41.53,27.83,42.65,POINT(-114.116933919296 51.7908076592158)
Alberta,Onoway,12.04,6.62,9.21,14.46,21.94,,7.99,14.39,12.07,7.85,16.8,5.07,,18.13,POINT(-114.189138232553 53.7063609063664)
Alberta,Opportunity No. 17,11.46,4.89,9.18,13.04,16.86,,4.71,2135.56,864.92,513.26,3256.24,696.58,,621.81,POINT(-113.763904746492 56.3878642501143)
Alberta,Oyen,10.79,6.29,9.38,14.95,17.09,,8.4,14.67,13.16,11.29,15.49,7.3,,22.74,POINT(-110.485915603956 51.3461484914907)
Alberta,Paintearth County No. 18,11.52,6.06,8.99,15.77,20.23,,7.63,268.25,311.04,157.6,244.54,337.56,,217.81,POINT(-111.706556172095 52.2122542314445)
Alberta,Paradise Valley,17.58,7.04,,18.24,18.92,,6.8,5.96,1.33,,8.54,3.99,,0.89,POINT(-110.297037252019 53.031429392017)
Alberta,Parkland Beach,11.92,7.3,8.57,12.72,18.29,,10.99,4.35,2.18,8.36,5.08,1.6,,1.17,POINT(-114.065151428099 52.6069479145879)
Alberta,Parkland County,12.13,6.76,9.98,15.66,21.54,34.3,8.4,535.66,632.39,474.16,483.29,466.86,161.82,466.33,POINT(-114.405091136016 53.4836862650752)
Alberta,Peace No. 135,12.71,6.3,9.28,14.89,20.68,,8.96,305.6,229.28,267.57,342.18,310.93,,333.69,POINT(-117.74599057297 56.1272848331477)
Alberta,Peace River,12.46,6.18,9.03,14.38,19.13,,8.41,152.92,87.72,194.63,187.37,252.99,,91.15,POINT(-117.314940599516 56.2308021011379)
Alberta,Pelican Narrows,16.17,6.25,,17.05,21.89,,,8.64,1.07,,7.11,0.92,,,POINT(-110.892472399894 54.2612548907906)
Alberta,Penhold,12.75,6.4,9.87,15.59,15.55,37.77,9.5,26.97,16.72,52.88,28.95,51.65,14.25,12.64,POINT(-113.872520754033 52.136091694065)
Alberta,Picture Butte,12.03,6.32,9.16,16.46,22.19,33.96,9.81,18.31,8.64,40.89,18.72,6.77,7.13,53.46,POINT(-112.782317609014 49.8738704401129)
Alberta,Pigeon Lake 138A,13.72,6.91,9.41,15.07,19.84,,11.55,13.51,6.57,28.81,16.14,6.79,,5.07,POINT(-113.94641431712 52.9881230074252)
Alberta,Piikani 147,10.81,6.61,10.57,16.52,18.8,34.7,7.44,167.45,154.59,240.14,171.26,277.15,148.94,119.94,POINT(-113.648133359136 49.5868428947794)
Alberta,Pincher Creek,11.7,6.78,9.21,14.64,15.92,34.66,7.89,41.07,27.25,78.23,48.29,41.59,10.67,24.6,POINT(-113.942435055326 49.4912079597847)
Alberta,Pincher Creek No. 9,11.04,6.57,10.16,15.72,19.66,34.85,7.46,366.13,335.96,607.6,399.49,337.3,94.44,252.8,POINT(-114.090244137376 49.4629121561712)
Alberta,Point Alison,9.38,,,14.33,,,,0.79,,,0.94,,,,POINT(-114.486871976207 53.5512009566047)
Alberta,Ponoka,11,6.65,9.8,16.15,22.4,35.52,7.46,17.89,18.49,10.11,15.55,33.55,10.97,14.8,POINT(-113.593639947494 52.6743588386691)
Alberta,Ponoka County,11.26,6.63,9.75,15.71,22.69,35.91,7.54,334.66,448.58,201.67,269.62,215.87,157.68,357.86,POINT(-113.932493296177 52.7077930064737)
Alberta,Provost,10.59,5.43,8.35,14.89,22.26,,6.82,21.18,9.54,71.14,25.03,11.02,,29.35,POINT(-110.258029682307 52.3543993108123)
Alberta,Provost No. 52,11.75,5.23,8.55,14.93,21.22,,6.13,457.47,400.67,844.16,471.49,184.22,,510.89,POINT(-110.618465361802 52.3978230426649)
Alberta,Puskiakiwenin 122,12.19,6.37,8.99,15.51,22.73,,7.36,54.49,69.62,69.8,49.76,44.17,,43.08,POINT(-110.45261230602 53.9600420608869)
Alberta,Rainbow Lake,13.01,5.79,,13.13,,,,402.75,56.78,,522.86,,,,POINT(-119.400935007292 58.5009227792807)
Alberta,Ranchland No. 66,11.09,6.45,10.2,16.72,22.09,38.13,6.79,219.21,260.93,122.2,187.55,152.05,88.78,272.72,POINT(-114.354177274872 49.9915793192409)
Alberta,Raymond,12.95,6.47,9.29,16.29,18.69,,8.42,17.48,9.76,36.3,24.8,14.82,,7.89,POINT(-112.656319267925 49.4624243239073)
Alberta,Red Deer,11.71,6.58,10,15.2,18,34.22,7.65,229.57,225.03,242.73,205.37,400.75,279.26,152.97,POINT(-113.797332368943 52.2815797997251)
Alberta,Red Deer County,11.81,6.61,9.82,15.41,18.65,35.08,7.61,683.69,930.32,685.2,539.43,466.18,578.38,581.62,POINT(-113.789989705909 52.1075451855223)
Alberta,Redcliff,10.74,6.52,9.36,15.11,18.08,31.78,7.78,63.01,49.62,55.61,87.24,73.61,165.97,36.15,POINT(-110.781241317514 50.0733669720769)
Alberta,Redwater,11.02,6.14,10.04,15.59,20.92,31.88,7.91,31.37,48.05,36.38,19.72,24.85,5.54,44.63,POINT(-113.118806915715 53.9529074323528)
Alberta,Rimbey,12.73,6.72,9.81,14.97,24.54,37.76,8.06,25.96,16.7,38.75,26.89,22.91,16.87,42.43,POINT(-114.234763159185 52.6388299656754)
Alberta,Rocky Mountain House,13.07,6.01,9.81,14.11,22.07,26.23,10.17,88.66,50.36,78.64,106,89.63,66.27,52.02,POINT(-114.917468352711 52.3761553229797)
Alberta,Rocky View County,12.49,6.75,10.27,16.36,22.99,35.94,7.99,666.5,857.82,506.96,567.26,461.1,322.46,581.36,POINT(-114.065951414924 51.2257373660722)
Alberta,Rockyford,10.97,5.57,9.09,15.74,,,8.09,3.06,3.35,6.44,2.58,,,1.34,POINT(-113.139927017725 51.2326522824728)
Alberta,Rosalind,14.6,6.3,,15.18,,,9.03,17.85,2.69,,26.23,,,2.21,POINT(-112.440018215418 52.7872309311433)
Alberta,Rosemary,13.84,4.96,,17.91,21.49,,5.36,4.59,4.96,,5.61,3.38,,0.87,POINT(-112.087971781424 50.7557924679295)
Alberta,Rycroft,12.95,6.11,9.86,14.89,21.18,,8.55,17.46,8.68,7.6,24.68,7.05,,5.94,POINT(-118.706464869309 55.7573873845291)
Alberta,Ryley,10.42,5.61,10.01,15.1,22.55,,5.84,13.93,22.2,12.45,10.13,2.87,,10.12,POINT(-112.425280608739 53.2958259519801)
Alberta,Saddle Hills County,12.93,5.51,9.83,14.75,19.78,,9.18,883.94,430.4,493.22,1174.12,150.87,,497.61,POINT(-119.389715150094 55.8480499718626)
Alberta,Saddle Lake 125,12.19,6.62,10.64,14.99,19.24,,7.84,33.75,27.32,32.75,38.79,31.81,,31.96,POINT(-111.688286196031 53.9705332667442)
Alberta,Samson 137,12.85,6.9,10.22,14.92,21.1,34.27,9.82,24.67,13.19,25.14,35.08,28.58,6.55,12.12,POINT(-113.378597673057 52.7876297443296)
Alberta,Sandy Beach,11.57,7.15,9.31,12.98,34.91,,9.46,8.68,5.45,5.39,8.96,1.59,,18.84,POINT(-114.040349443357 53.807298298269)
Alberta,Sawridge 150G,8.67,4.51,9.19,14.28,25.23,,4.39,19.34,34.73,9,5.86,7.35,,47.93,POINT(-114.667649548781 55.2889699387681)
Alberta,Sawridge 150H,10.14,5.64,9.61,14.48,20.08,,5.63,25.68,28.94,20.15,23.79,19.05,,24.98,POINT(-114.875451009044 55.3063226903169)
Alberta,Seba Beach,11.88,7.25,9.47,12.85,17.71,,9.96,2.82,1.32,5.58,3.83,1.24,,0.6,POINT(-114.727137069184 53.5627013735862)
Alberta,Sedgewick,13.02,6.32,9.56,14.59,,,6.64,9.62,3.66,9.95,12.75,,,2.26,POINT(-111.693118341573 52.7775569066817)
Alberta,Sexsmith,12.43,5.86,9.7,14.59,20.33,,10.46,66.2,51.43,59.28,76.07,39.32,,51.23,POINT(-118.781679420466 55.348693228127)
Alberta,Siksika 146,9.66,6.58,9.41,15.93,20.82,35.54,7.38,81.64,95.27,91.26,62.67,46.71,17.1,78.07,POINT(-112.923046133569 50.7923271991947)
Alberta,Slave Lake,9.71,4.92,9.34,14.29,21.82,,4.78,87.13,112.09,87.82,62.32,84.79,,110.67,POINT(-114.772315041134 55.2753218462349)
Alberta,Smoky Lake,13.13,6.82,10.84,15.87,21.01,33.1,8.33,13.21,10.42,17.07,12.89,11.77,2.49,23.4,POINT(-112.46996446249 54.1118724038662)
Alberta,Smoky Lake County,12.36,6.24,10.44,15.41,21.69,33.31,7.52,272.56,251.05,347.27,262.24,264.99,66.35,366.01,POINT(-112.259221701854 54.2381305066131)
Alberta,Smoky River No. 130,11.04,5.79,9.41,14.51,15.5,34.37,7.49,447.82,510.68,252.07,390.51,573.16,60.97,497.75,POINT(-117.208710068748 55.6470989080841)
Alberta,Special Area No. 2,10.77,6.1,9.49,15.89,20.97,34.35,5.64,564.3,607.87,216.93,578.77,207.56,97.43,542.51,POINT(-111.492565322725 51.2820184679708)
Alberta,Special Area No. 3,9.65,6.45,9.09,15.77,20.54,35.42,6.64,362.26,478.08,251.27,240.41,179.46,92.16,327.88,POINT(-110.712109650926 51.3340974353489)
Alberta,Special Area No. 4,10.86,5.89,8.77,15.17,16.17,,7.85,195.49,234.35,143.07,191.07,151.85,,113.83,POINT(-110.669269592427 51.947324336379)
Alberta,Spirit River,13.58,6.05,10.04,14.86,19.31,,8.57,36.48,13.5,11.37,52.27,17.2,,10.83,POINT(-118.836626326831 55.7801847297328)
Alberta,Spirit River No. 133,12.93,6.08,9.88,14.73,20.83,,8.28,281.61,199.05,186.41,355.34,123.77,,133.99,POINT(-118.707395538961 55.7686463134742)
Alberta,Spring Lake,14.34,7.73,9.29,14.92,19.28,,15.01,8.15,4.03,7.51,8.48,19.92,,8.58,POINT(-114.137332152282 53.5189515655563)
Alberta,Spruce Grove,12.43,6.74,9.97,15.81,20.72,35.96,8.54,80.65,64.56,91.48,78.29,163.18,39.57,61.97,POINT(-113.9055694574 53.5493233085519)
Alberta,St. Albert,13.34,7.26,10.11,15.37,19.22,34.04,9.67,130.89,88.2,147.77,132.3,214.08,132.82,144.78,POINT(-113.638600093675 53.6403805808456)
Alberta,St. Paul,12.95,6.83,10.4,14.23,20.11,34.64,8.27,61.15,20.94,92.32,90.41,38.43,8.28,54.69,POINT(-111.289232829483 53.9899407928125)
Alberta,St. Paul County No. 19,13.02,6.41,10.47,15.02,20.85,31.28,8.3,446.16,311.23,348.07,554.01,246.86,100.35,312.71,POINT(-111.168516222963 54.0195388395526)
Alberta,Standard,11.89,5.86,8.99,15.26,,,7.15,5.2,3.46,4.91,6.92,,,2.04,POINT(-112.984875057933 51.1111038324215)
Alberta,Starland County,11.11,6.5,10.01,15.54,24.75,36.13,6.72,337.78,330.1,333.88,403.23,98.11,116.06,170.48,POINT(-112.552024637048 51.6789127341033)
Alberta,Stavely,9.45,6.58,9.96,16.46,21.57,37.71,7.29,6.31,8.05,6.1,4.46,3.23,2.17,5.03,POINT(-113.639129398532 50.1614946011459)
Alberta,Stettler,12.61,6.54,9.37,14.86,21.25,32.33,8.74,53.2,41.05,90.87,58.9,66.32,126.65,25,POINT(-112.721510721167 52.3218085746142)
Alberta,Stettler County No. 6,12.43,6.38,9.46,15.1,23.06,33.74,8.38,291.73,256.32,372.12,327.17,245.01,572.14,179.37,POINT(-112.571697976894 52.2203704580414)
Alberta,Stirling,12.43,6.14,9.88,15.79,14.74,,,10.61,8.11,15.48,11.39,6.91,,,POINT(-112.527949316762 49.5017487262789)
Alberta,"Stoney 142, 143, 144",11.31,6.72,10.69,17.12,25.36,33.71,6.52,217.97,244,185.24,193.41,217.45,128.38,190.47,POINT(-114.893754287771 51.1578851608814)
Alberta,Stony Plain,13.38,7.48,9.74,15.17,19.48,34.64,9.19,72.29,46.38,110.39,79.3,102.13,20.89,49.66,POINT(-113.997285323203 53.5291543528702)
Alberta,Stony Plain 135,13.69,7.02,9.73,15.79,24.38,40.49,8.6,33.23,24.81,38.99,37.5,39.29,9.24,29.58,POINT(-113.750329210179 53.4831299517296)
Alberta,Strathcona County,12.16,6.53,9.81,15.33,20.47,34.44,8.45,643.29,581.51,624.96,605.5,661.38,289.16,893.13,POINT(-113.09893234846 53.5669200417064)
Alberta,Strathmore,11.53,6.54,9.93,15.67,21.89,33.39,8.51,56.85,39.92,60,84.24,49.82,29.91,24.89,POINT(-113.396013556504 51.0479005247524)
Alberta,Sturgeon County,12.57,6.65,9.85,14.99,20.07,37.21,8.92,507.42,562.48,446.41,467.2,322.83,87.86,701.96,POINT(-113.531104252787 53.8296768714197)
Alberta,Sturgeon Lake 154,10.44,5.98,10.05,15.04,18.97,27.61,8.14,94.48,143.31,73.96,71.18,59.09,16.74,59.36,POINT(-117.517859547616 55.0365803440399)
Alberta,Sucker Creek 150A,10.4,5.44,9.74,14.57,17.87,,5.34,44.85,46.3,49.77,41.16,61.55,,45.13,POINT(-116.141081383572 55.4412878276506)
Alberta,Sunchild 202,13.25,4.99,9.79,14.46,21.44,,10.06,18.89,18.87,18.75,21.29,1.95,,6.77,POINT(-115.34011263897 52.6792741810393)
Alberta,Sundre,10.71,4.77,10.25,15.33,20.41,35.87,8.36,41.48,61.4,50.15,34.01,28.85,22.17,24.97,POINT(-114.640297749281 51.7994514485502)
Alberta,Sunrise Beach,12.51,6.97,9.79,13.34,,,,6.46,4.58,1.69,8.03,,,,POINT(-114.049811894159 53.7873894736532)
Alberta,Sunset Point,12.66,7.16,9.17,13.6,16.81,,13.07,8.2,3.19,6.53,11.45,4.03,,7.35,POINT(-114.344238608835 53.6915293134082)
Alberta,Swan Hills,12.51,5.87,8.17,13.9,18.83,,5.9,137.76,31.31,262.24,220.09,33.78,,17.74,POINT(-115.39864103545 54.7148601594119)
Alberta,Swan River 150E,10.95,6.85,10.27,14.17,16.59,,6.05,6.32,4.53,5.07,8.77,8.15,,2.76,POINT(-115.402260727471 55.3682400711169)
Alberta,Sylvan Lake,13.2,6.8,9.68,15.09,21.12,35.51,8.51,54.5,34.3,100.36,55.11,110.87,20.12,37.68,POINT(-114.088480849486 52.3049369494722)
Alberta,Taber,12.24,6.32,9.86,16.19,14.95,34.32,7.84,1038.52,703,998.71,1568.43,923.99,461.69,653.45,POINT(-112.065519356344 49.9261956569427)
Alberta,Tall Cree 173,11.81,,,13.82,,,,38.96,,,32,,,,POINT(-115.411302153592 57.9085759838795)
Alberta,Tall Cree 173A,7.69,5.98,8.95,15.02,23.94,,5.26,57.73,78.9,56.8,30.24,33.03,,61.68,POINT(-115.585513608053 58.0591943426017)
Alberta,Thorhild County,10.94,6.01,10.14,15.51,20.92,31.3,7.94,370.33,667.45,279.08,202.55,184.33,62.26,580.21,POINT(-113.014500028099 54.236107250746)
Alberta,Thorsby,12.34,6.88,9.3,14.62,24.14,,7.53,8.26,5.31,29.01,8.8,6.89,,5.07,POINT(-114.045894250423 53.2271782753605)
Alberta,Three Hills,12.94,6.33,10.32,14.78,18.52,,8.49,19.44,12.97,40.38,21.84,24.47,,3.38,POINT(-113.264601875843 51.7012923954105)
Alberta,Tofield,11.5,5.98,10.1,15.58,22.51,,7.3,11.98,12.68,16.55,12.62,7.36,,6.28,POINT(-112.673672804685 53.3728480919191)
Alberta,Trochu,12.57,6.13,10.3,15.87,21.77,42.26,7.36,11.22,8.37,18.72,13.74,9.81,13.16,3.38,POINT(-113.229484552391 51.827198547436)
Alberta,Tsuu T'ina Nation 145 (Sarcee 145),13.41,6.94,10.62,16.92,21.8,31.93,9.27,70.42,89.29,102.74,56.41,46.43,60.62,65.87,POINT(-114.351908139996 50.9648358979925)
Alberta,Turner Valley,12.73,6.17,9.81,16.48,20.84,,7.28,19.29,19.22,22.38,20.94,9.56,,14.99,POINT(-114.274192447778 50.6699802003461)
Alberta,Two Hills,10.98,6.67,10.61,15.2,18.17,,5.78,5.96,4.75,6.86,6.77,6.04,,7.04,POINT(-111.743639364234 53.7118419363738)
Alberta,Two Hills County No. 21,12.49,6.24,10.3,15.39,21.17,34.64,6.8,170.49,140.91,117.65,185.73,132.21,51.91,209.31,POINT(-111.558693301443 53.7162389885709)
