Province,City,MPG_ALL,MPG_HDT,MPG_MDT,MPG_LDT,MPG_Mpv,MPG_Car,MPG_Other,AvgMilesPerVehicle_All,AvgMilesPerVehicle_HDT,AvgMilesPerVehicle_MDT,AvgMilesPerVehicle_LDT,AvgMilesPerVehicle_Mpv,AvgMilesPerVehicle_Car,AvgMilesPerVehicle_Other,GeographyCentroid
Manitoba,Pine Creek 66A,13.33,6.32,,15.11,16.66,,10.85,43.73,38.55,,53.96,15.56,,3.29,POINT(-100.199975749485 52.0561597160147)
Manitoba,Piney,11.6,6.91,9.09,13.78,24.99,,8.26,478.28,233.48,586.95,558.01,345.43,,907.25,POINT(-95.9084249759209 49.1911042887502)
Manitoba,Pipestone,11.82,5.76,9.89,13.95,15.86,35.34,7.05,232.09,150.83,128.23,336.81,324.54,98.27,133.36,POINT(-101.147380933311 49.6658599894964)
Manitoba,Portage la Prairie,9.55,6.33,9.34,14,19.64,27.35,6.38,815.3,1005.19,607.16,601.45,510.35,348.14,929.66,POINT(-98.2257690451912 50.0027277883947)
Manitoba,Powerview-Pine Falls,13.63,7.5,12.12,15.59,20.96,,12.69,19.89,17.42,13.75,24.49,14.5,,19.4,POINT(-96.2112321887009 50.5650224226826)
Manitoba,Prairie Lakes,12.79,6.03,11.32,14.47,19.78,,8.7,301.65,275.12,186.03,408.52,150.86,,147.99,POINT(-99.6297399204188 49.4033443917627)
Manitoba,Prairie View,10.79,6.01,9.2,14.05,18.88,34.1,6.8,337.81,235.57,492.41,483.22,309.02,238.02,229.19,POINT(-100.980184639347 50.3299326967306)
Manitoba,Reynolds,10.25,6.64,9.76,14.67,19.71,33.7,7.46,375.54,425.36,296.29,350.41,221.63,159.13,319.99,POINT(-95.9611116056985 49.7039161611922)
Manitoba,Rhineland,9.5,6.07,10.03,15.05,21.57,27.41,6.68,460.52,324.28,279.76,374.25,173.76,120.87,1309.41,POINT(-97.6354693971819 49.1247298991277)
Manitoba,Riding Mountain West,11.11,5.6,9.73,14.72,17.6,,7.33,605.07,735.78,523.5,485.5,441.03,,842.48,POINT(-101.19996823408 50.9086878661072)
Manitoba,Ritchot,11.46,6.61,9.85,14.57,19.73,32.07,7.2,344.91,336.8,251.57,374.01,267.79,164.18,365.97,POINT(-97.0921094467726 49.6542484595342)
Manitoba,Riverdale,12.39,6.41,8.78,13.41,19.81,33.36,7.39,191.48,90.47,160.84,198.94,392.79,112.94,379.21,POINT(-100.278764575898 49.9752062936127)
Manitoba,Rockwood,10.83,5.98,10,14.33,19.23,32.33,6.78,411.11,497.87,280.68,302.09,227.13,168.83,854.64,POINT(-97.2870862704322 50.2860009549008)
Manitoba,Roland,10.28,6.1,10.27,15.5,21.93,29.53,5.89,212.91,205.52,157.76,179.05,185.72,178.42,385.34,POINT(-97.9000729564099 49.3548206621359)
Manitoba,Rolling River 67,12.65,6.48,12.15,15.62,18.72,,9.49,7.55,9.11,15.56,5.13,7.33,,17.14,POINT(-99.9955818094198 50.4648879212667)
Manitoba,Rolling River 67B,11.67,7.44,,15.42,,,8.86,2.05,1.77,,1.15,,,5.82,POINT(-99.8696758329393 50.4814908787991)
Manitoba,Roseau Rapids 2A,9.26,4.93,,14.56,,,,22.45,1.61,,11.82,,,,POINT(-96.9383692069933 49.2122665313614)
Manitoba,Roseau River 2,10.73,6.28,9.88,14.42,23.05,,7.91,22.44,6.9,5.73,39.97,26.4,,27.03,POINT(-97.2583663578917 49.1661941482679)
Manitoba,Rosedale,10.95,6.42,9.83,14.66,22.09,33.31,6.86,206.97,222.6,184.52,201.39,143.28,134.76,225.72,POINT(-99.5408418477498 50.4404331263935)
Manitoba,Rossburn,12.22,5.86,11.41,14.51,13.98,,8.17,154.58,125.01,130.11,165.73,585.89,,119.06,POINT(-100.743850901714 50.7198120388211)
Manitoba,Rosser,10.64,6.56,10.42,14.22,17.11,31.18,7.34,454.04,599.05,377.95,370.98,220.88,165.67,469.8,POINT(-97.411129408898 50.0054445798879)
Manitoba,Russell-Binscarth,10.78,5.7,9.85,14.19,18.33,33.92,7,414.47,318.82,549.86,555.95,197.73,150.6,402.9,POINT(-101.369069356351 50.727238719239)
Manitoba,Sandy Bay 5,10.9,6.66,,12.5,14.69,,11.38,161.4,38.94,,343.29,120.94,,12.41,POINT(-98.6581865237461 50.5464870017366)
Manitoba,Selkirk,12.98,6.94,10.66,15.19,18.92,29.22,8.65,90.51,57.38,111.72,62.97,160.03,35.4,222.36,POINT(-96.898692541187 50.1516446930128)
Manitoba,Sifton,8.67,6.6,10.23,14.14,18.94,33.65,6.34,232.41,263.45,112.08,189.86,170.16,244.5,212.41,POINT(-100.667738645976 49.6653847267321)
Manitoba,Sioux Valley Dakota Nation,11.82,5.76,9.63,14.13,18.03,,6.53,20.14,22.11,12.03,21.62,18.95,,13.11,POINT(-100.502998830554 49.8482612968323)
Manitoba,Snow Lake,10.95,5.45,7.13,14.59,19.66,,12.96,899.52,1442.5,237.32,559.95,211.12,,418.41,POINT(-99.987057687232 54.8039248719917)
Manitoba,Souris-Glenwood,11.31,5.74,10.48,14.25,17.76,37.29,7.8,163.85,130.38,159.45,206.29,145.03,158.63,146.16,POINT(-100.258063492855 49.621366474994)
Manitoba,Split Lake (Part) 171,9.72,6.29,10.77,13.4,21.8,,7.06,170.44,211.27,350.55,147.83,54.31,,96.96,POINT(-96.5283358971991 56.4482509431134)
Manitoba,Springfield,11.84,6.56,9.79,13.95,18.78,31.45,7.86,448.73,376.65,331.54,582.97,329.56,204.24,349.65,POINT(-96.7003031012938 49.9076742167696)
Manitoba,St-Pierre-Jolys,12.14,5.96,9.87,14.97,22.81,30.26,6.01,11.27,8.41,9.7,15.55,8.2,4.53,9.4,POINT(-96.986702763744 49.4401478482573)
Manitoba,St. Andrews,13.06,6.91,10.64,14.95,19.54,31.41,8.5,366.05,269.64,290.53,333.72,432.18,217.58,760.88,POINT(-96.9971408290547 50.2742372722175)
Manitoba,St. Clements,13.64,6.88,10.6,14.92,20.11,33.09,8.48,339.73,268.56,250.37,333.39,283.23,170.42,764.28,POINT(-96.70268960599 50.2605396630759)
Manitoba,St. François Xavier,10.06,6.67,9.79,14.79,20.14,30.21,6.56,67.92,71.56,72.98,63.33,50.72,26.45,75.69,POINT(-97.6643474597535 49.9866542421553)
Manitoba,St. Laurent,10.77,6.57,10.19,14.43,21.68,33.24,8.71,139.52,184.4,170.36,122.43,81.2,69.87,106.5,POINT(-97.7932880033974 50.4299570772133)
Manitoba,Stanley,9.94,6.04,9.82,15.09,21.18,26.05,6.42,256.79,201.93,191.08,222.05,147.01,170.56,690.62,POINT(-98.0687149304498 49.131370731306)
Manitoba,Ste. Anne,10.65,6.57,10,14.74,18.15,32.52,7.78,250.7,239.69,190.01,235.36,161,121.71,438.78,POINT(-96.5436218123186 49.6281241040897)
Manitoba,Ste. Rose,11.09,6.73,10.44,14.98,17.34,,7.16,137.42,142.5,108.67,123.12,190.11,,138,POINT(-99.4497267370575 51.0001216594538)
Manitoba,Steinbach,11.27,6.41,9.75,14.34,17,32.02,7.9,158.23,158.55,152.98,136.96,145.62,62.93,237.87,POINT(-96.6831666702731 49.5276014712827)
Manitoba,Stonewall,11.26,6.01,10.01,14.15,18.09,31.98,7.01,46.48,32.05,29.42,45.8,46.82,12.23,104.28,POINT(-97.3275340951941 50.1339137120572)
Manitoba,Stuartburn,11.34,6.57,9.3,14.22,24.26,,8.18,197.27,85.23,105.14,145.39,107.01,,789.77,POINT(-96.5145626278741 49.1334837921253)
Manitoba,Swan Lake  7,12.87,6.01,11.56,15.04,20.5,,5.66,21.64,11.61,28.84,37.02,9.41,,11.88,POINT(-98.8860264310743 49.3936030818916)
Manitoba,Swan River,12.05,6.89,10.97,14.35,22.12,,9.61,42.48,25.17,42.08,71.15,20.73,,14.32,POINT(-101.260053988505 52.1077472785861)
Manitoba,Swan Valley West,12.06,6.81,10.92,14.43,23,,9.74,273.05,243.96,392.86,367.93,76.47,,149.36,POINT(-101.406850898549 52.0307272889722)
Manitoba,Taché,11.16,6.6,9.93,14.7,18.34,32.19,7.51,243.34,201.21,165.4,256.97,230.44,182,416.78,POINT(-96.7248612239476 49.7304507565958)
Manitoba,Teulon,12.79,6.79,10.38,15.13,19.91,33.98,7.34,17.97,9.47,9.36,20.31,12.89,10.12,50.73,POINT(-97.258501368625 50.3842342699899)
Manitoba,The Pas,11.23,6.1,9.32,13.91,18.43,,8.61,99.14,61.27,42.48,157.53,54.19,,77.06,POINT(-101.180829629106 53.8787582018524)
Manitoba,Thompson,11.45,6.47,9.38,13.18,19.2,27.61,7.74,165.62,98.47,112.21,243.6,109.52,98.11,150.91,POINT(-97.8414450947563 55.7577047907497)
Manitoba,Two Borders,12.35,5.69,10.88,14.43,18.77,38.37,10.21,416.66,249.78,474.03,633.26,258.14,180.24,268.63,POINT(-101.112320879055 49.2664503605265)
Manitoba,Valley River 63A,11.32,7.16,,13.03,,,11.6,54.28,30.45,,75.63,,,4.9,POINT(-100.940451179821 51.2307829436914)
Manitoba,Victoria,10.52,5.36,10.04,14.99,21.33,32.43,6.97,130.78,155.51,182.29,112.3,74.79,112.03,134.14,POINT(-98.9307763758853 49.6611993919825)
Manitoba,Victoria Beach,12.91,6.82,,16.19,24.82,,8.91,48.02,18.33,,26.06,16.49,,313.64,POINT(-96.540505589726 50.7297191187928)
Manitoba,Virden,8.98,6.64,10.04,14.02,17.97,32.89,6.36,28.43,21.94,14.82,45.43,25.22,24.68,18.14,POINT(-100.932781819016 49.8581785484024)
Manitoba,Wallace-Woodworth,9.15,6.59,9.88,13.92,17.89,33.05,6.39,416.64,448.96,166.52,415.82,227.89,268.14,355.48,POINT(-100.966601464266 49.9331529927227)
Manitoba,Waterhen 45,10.59,6.03,,14.5,14.91,,,28.14,29.77,,17.84,49.57,,,POINT(-99.6015901544261 51.9486493365102)
Manitoba,Waywayseecappo First Nation,12.12,5.92,11.72,14.65,14.01,,8.03,65.29,35.83,28.8,46.97,906.99,,33.48,POINT(-100.92913812022 50.678634021994)
Manitoba,West Interlake,10.62,6.5,10.28,14.36,18.07,,8.8,309.04,353.33,214.45,220.9,201.92,,684.89,POINT(-98.7876332606672 51.008068486141)
Manitoba,West St. Paul,11.5,6.41,10.35,14.4,18.16,29.82,7.96,232.28,268.5,175.78,218.59,184.86,157.07,212.23,POINT(-97.1154585832254 50.0173498278794)
Manitoba,WestLake-Gladstone,9.85,6.03,10.04,14.43,21.34,31.5,6.39,270.53,285.31,394.46,248.97,185.14,136.69,291.79,POINT(-98.8414952185589 50.2859440133117)
Manitoba,Whitehead,8.94,6.63,9.8,14.02,18.66,32.79,6.56,271.85,298.7,135.57,235.63,208.98,347.97,260.61,POINT(-100.257591538957 49.7982993888755)
Manitoba,Whitemouth,12.59,6.85,8.9,14.29,21.54,37.04,10.38,199.39,140.03,284.01,280.92,92.09,89.43,103.84,POINT(-95.9543706514953 49.9620857297615)
Manitoba,Winkler,9.68,6.08,9.67,15.31,20.8,26.6,6.02,78.1,60.36,93.21,68.74,69.22,58.54,173.81,POINT(-97.9387293282301 49.1814685482623)
Manitoba,Winnipeg,12.19,6.6,10.08,13.83,17.02,27.18,8.48,1935.64,1340.9,1594.42,2229.87,3582.9,1947.75,918.5,POINT(-97.1572374861272 49.8636589781585)
Manitoba,Winnipeg Beach,14.38,7.46,10.91,15.81,18.59,32.51,7.22,20.45,9.89,8.58,23.52,21.89,10.41,54.51,POINT(-96.9731577175197 50.5024850220701)
Manitoba,Woodlands,10.92,6.42,9.66,14.19,21.56,33.07,6.92,267.41,280.78,340.7,232.93,140.5,117.38,478.61,POINT(-97.7161112786303 50.2124227635606)
Manitoba,Yellowhead,10.81,5.92,10.34,14.36,20.4,34.08,6.79,275.55,226.85,264.06,362.17,187.83,318.07,234.26,POINT(-100.51147242486 50.4596986923764)
New Brunswick,Aberdeen,11.95,5.65,11.29,15.63,20.67,32.97,7.64,286.45,193.24,339.85,316.85,190.84,25.65,768.72,POINT(-67.2810563439344 46.5071957243954)
New Brunswick,Acadieville,10.98,5.93,10.82,15.59,20.53,40.28,9.41,117.59,94.03,53.62,124.11,57.91,44.91,425.06,POINT(-65.3155189177475 46.7151151556067)
New Brunswick,Addington,8.04,5.43,10.47,15.69,22.7,37.08,7.91,104.76,107.61,113.76,102.77,47.14,27.42,114.5,POINT(-66.7729542721433 47.6803954705115)
New Brunswick,Allardville,9.97,6,11.33,15.55,16,38.52,8.28,320.22,305.28,311.76,364.31,385.89,267.15,249.93,POINT(-65.4384365150902 47.432020451517)
New Brunswick,Alma,11.71,5.51,11.78,15.81,21.83,,10.17,73.78,67.01,41.63,63.06,69.49,,203.43,POINT(-64.9257295408756 45.6505959975395)
New Brunswick,Alnwick,9.96,6.11,11.49,15.61,18.55,38.87,8.1,262.58,229.75,328.41,259.5,336.52,182.54,396.73,POINT(-65.2293472078781 47.2655938693097)
New Brunswick,Andover,8.34,6.21,9,15.35,17.78,36.19,7.35,251.62,278.02,174.53,219.26,193.68,233.53,164.9,POINT(-67.7530009320275 46.7016481691228)
New Brunswick,Aroostook,8.23,6.24,8.96,15.52,17.6,36.45,7.31,14.57,14.93,11.88,13.98,16.33,15.14,11.7,POINT(-67.7254556530395 46.8056291647108)
New Brunswick,Atholville,8.87,5.61,11.11,15.35,20.94,37.34,8.36,100.26,68.09,204.69,109.05,100.2,10,283.68,POINT(-66.7123342306482 47.9346185292026)
New Brunswick,Baker Brook,11.25,6.02,11.68,16.44,21.97,31,9.54,83.36,70.03,80.87,73.1,36.59,38.3,227.11,POINT(-68.5582418046482 47.3614080241571)
New Brunswick,Baker-Brook,11.29,6.08,11.51,16.22,21.94,31.01,9.53,71.31,56.84,92.41,69.85,41.7,45.09,173.03,POINT(-68.5005091612578 47.3091524833725)
New Brunswick,Balmoral,10.54,5.5,10.88,15.92,10.68,37.68,9.54,124.77,86.99,90.65,156.51,181.56,39.17,339.19,POINT(-66.5139561570096 47.7140920534698)
New Brunswick,Bas-Caraquet,13.41,6.54,12.22,14.94,17.86,42.26,9.98,76.12,23.44,63.03,58.25,213.16,14.74,249.54,POINT(-64.8286154446102 47.7818912797117)
New Brunswick,Bath,11.07,5.65,11.02,15.73,17,32.76,8.56,43.2,35.62,35.89,23.12,67.88,10.13,236,POINT(-67.5869703222904 46.5095838188378)
New Brunswick,Bathurst,10.82,5.94,11.27,15.17,15.39,36.66,8.9,666.71,451.51,1016.01,838.89,920.57,391.69,1350.4,POINT(-65.7979005197081 47.4785708312753)
New Brunswick,Beaubassin East / Beaubassin-est,10.1,6.29,10.57,15.28,18.09,35.79,8.16,301.19,269.22,445.51,278.01,304.51,99.77,502.01,POINT(-64.3328393009486 46.166793683428)
New Brunswick,Belledune,9.2,5.86,10.55,15.19,14.85,37.62,8.27,272.52,256.67,331.81,299.26,395.45,156.14,238.78,POINT(-65.9570977797024 47.8726863148848)
New Brunswick,Beresford,10.49,5.88,11.11,15.35,17.48,37.87,8.67,349.96,257.77,568.12,435.79,558.89,215.9,575.68,POINT(-65.7051795473599 47.6993325518769)
New Brunswick,Bertrand,11.33,6.31,11.66,16.14,13.54,38.87,9.87,111.71,65.13,158.44,120.52,201.49,38.75,376.97,POINT(-65.0842890758015 47.7473710896699)
New Brunswick,Big Hole Tract 8 (South Half),10.59,5.78,,15.97,25.02,,,38.72,35.28,,11.19,11.28,,,POINT(-65.7943081891075 47.0443158976522)
New Brunswick,Blacks Harbour,10.83,6.27,10.78,15.15,12.57,34.11,8.11,36.67,22.7,24.39,29.56,26.1,25.48,161.72,POINT(-66.786482809619 45.0582925451244)
New Brunswick,Blackville,11.39,6.16,11.49,16.62,20.49,37.53,7.82,197.76,148.42,177.84,245.42,156.02,120.63,346.59,POINT(-65.8344743274598 46.7370063355044)
New Brunswick,Blissfield,12.06,6.07,11.42,17.02,21.09,36.49,7.95,118.12,86.14,91.76,189.09,63.42,69.12,109.66,POINT(-66.0401499523748 46.60113270165)
New Brunswick,Blissville,10.66,6.08,9.91,15.41,18.5,33.11,7.79,98.82,83.36,72.58,140.48,75.95,77.64,103.95,POINT(-66.5587961161185 45.6091483429146)
New Brunswick,Botsford,9.17,6.24,10.46,15.92,20.02,35.64,7.18,291.46,315.46,373.45,212.75,181.74,94.12,375.45,POINT(-63.980393550287 46.1144817704922)
New Brunswick,Bouctouche,9.68,6.19,11.4,15.52,16.18,36.27,8.37,64.75,55.36,98.63,72.97,72.29,21.82,86.87,POINT(-64.7371546271555 46.4703680301662)
New Brunswick,Bright,11.49,5.96,11.09,14.57,16.95,33.6,8.49,213.59,148.75,335.07,197.31,150.67,49.33,459.34,POINT(-67.0541463075177 46.1203997477534)
New Brunswick,Brighton,10.42,5.85,10.77,15.1,13.85,37.24,8.28,159.84,137.58,94.51,175.19,146.86,61.68,296.41,POINT(-67.3586263028311 46.3315611363952)
New Brunswick,Brunswick,8.37,6.37,9.61,15.41,18.9,36.48,7.59,108.7,117.88,94.86,99.5,70.01,62.71,90.84,POINT(-65.5482121447001 46.0824210793573)
New Brunswick,Buctouche 16,11.46,5.97,11.87,15.97,11.77,,,2.58,1.96,3.16,1.55,11.69,,,POINT(-64.7583573085225 46.4514151172792)
New Brunswick,Burton,9.09,6.29,9.93,15.4,19.12,33.9,7.48,271.77,298.99,246.85,233.1,157.43,156.04,273.14,POINT(-66.4067051818343 45.8009170245268)
New Brunswick,Cambridge,8.41,6.31,9.76,15.53,20.88,35.72,7.34,194.1,219.73,176.77,154.55,112.72,109.03,158.6,POINT(-66.0748447121387 45.8192672304086)
New Brunswick,Cambridge-Narrows,11.82,5.69,11.43,16.49,18.83,38.06,9.88,105.08,106.76,115.36,79.01,47.1,16.95,312.77,POINT(-65.9703728520046 45.8128315262473)
New Brunswick,Campbellton,9.32,5.75,10.73,15.34,19.77,37.39,8.43,138.21,96.41,337.36,174.68,281.15,30.57,211.8,POINT(-66.6522634261331 47.9989445510206)
New Brunswick,Campobello Island,10.39,7.09,13.29,14.38,24.51,36.99,,188.8,336.51,235.45,40.19,12.47,51.3,,POINT(-66.9318352803417 44.8907552090996)
New Brunswick,Canning,8.69,6.31,9.83,15.84,21.26,36.01,7.4,34.46,29.05,46.95,41.26,27.21,19.15,53.18,POINT(-66.0948829778487 45.9653088705196)
New Brunswick,Canterbury,7.97,6.23,9.37,14.87,16.02,36.1,6.95,187.75,213.93,141.42,155.26,111.2,147.37,124.96,POINT(-67.5087524798553 45.8756131643798)
New Brunswick,Cap-Pelé,9.86,6.3,10.62,15.32,18.2,34.81,8.44,84.29,72.17,118.18,78.95,98.15,46.41,147.26,POINT(-64.2822087589739 46.2172312723163)
New Brunswick,Caraquet,11.89,6.39,11.59,15.94,15.63,40.07,9.19,280.91,120.35,535.52,370.19,765.17,94.63,607.23,POINT(-64.8803173151669 47.7312852284941)
New Brunswick,Cardwell,9.1,6.04,9.98,15.16,17.14,31.05,7.02,352.94,384.97,354.76,290.49,233.06,191.64,424.65,POINT(-65.3036926901257 45.7847511023583)
New Brunswick,Carleton,9.07,6.27,11.33,15.66,17.1,38.81,7.51,171.1,189.15,161.91,144.87,96.69,48.65,168.14,POINT(-65.007385912864 46.8799397226315)
New Brunswick,Centreville,10.8,5.95,10.68,16.43,12.2,36.52,8.44,39.62,28.15,14.71,32,104.72,23.93,113.8,POINT(-67.7092205129812 46.4300432045534)
New Brunswick,Charlo,9.43,5.92,10.55,15.36,14.96,36.46,8.53,128.51,100.72,227.41,161.26,180.75,54.9,202.66,POINT(-66.3157495973736 47.9862534035881)
New Brunswick,Chatham,9.47,6.29,11.6,15.71,16.39,38.73,7.96,18.78,15.47,30.5,22.29,11.85,5.17,32.65,POINT(-65.3780814480001 47.0442940486647)
New Brunswick,Chipman,11.46,5.42,11.17,16.48,20.89,38.51,10.1,315.11,323.88,254.95,312.49,277.63,97.7,387.58,POINT(-65.8822361599309 46.171535666076)
New Brunswick,Clair,11.48,6.28,11.47,16.09,23.28,30.84,9.72,109.34,69.96,123.08,112.56,74.65,57.5,385.65,POINT(-68.6208495839508 47.2647256966142)
New Brunswick,Clarendon,11.73,5.36,11.09,16.44,17.79,39.92,5.73,54.08,30.43,15.11,94.93,14.11,6.16,51.45,POINT(-66.6216625404504 45.4065446286496)
New Brunswick,Cocagne,10.26,6.25,10.91,15.38,17.79,35.29,8.43,147.25,133.66,188.74,167.41,159.09,95.12,146.33,POINT(-64.6426922137046 46.3607334081615)
New Brunswick,Colborne,9.2,5.88,10.49,15.25,15.02,36.76,8.06,111.56,101.51,142.3,139.21,142.08,54.31,94.67,POINT(-66.2692655240655 47.7564604265761)
New Brunswick,Coverdale,12.77,6.13,10.97,14.84,19.8,33.13,9.04,184.48,113,152.2,171.42,214.98,28.43,486.91,POINT(-64.8858886709216 46.0002789453404)
New Brunswick,Dalhousie,9.7,5.88,10.67,15.34,16.94,36.7,8.77,292.1,223.12,666.48,403.59,342.7,82.25,394.88,POINT(-66.5029658004412 48.0338055182619)
New Brunswick,Denmark,10.8,5.27,10.31,15.73,16.48,37.67,8.12,159.87,111.75,130.56,143.18,346.08,54.76,464.4,POINT(-67.4778339068118 47.1149570649008)
New Brunswick,Derby,11.67,6.42,11.06,16.11,19.19,38.03,8.71,121.04,100.24,145.61,129.82,170.48,78.23,165.42,POINT(-65.6900871252702 46.8895750504966)
New Brunswick,Devon 30,11.55,6.04,11.23,14.6,16.65,27.33,8.39,6.7,4.3,5.07,4,12.63,2.76,15.56,POINT(-66.606146786136 46.0085726612042)
New Brunswick,Dieppe,10.35,6.35,10.4,14.65,16.13,33.62,7.58,198.96,143.77,219.8,246.9,307.17,241.17,259.64,POINT(-64.6902492128453 46.0860875609551)
New Brunswick,Doaktown,12.57,6.08,11.74,16.94,20.41,35.78,7.93,73.78,52.67,48.14,104.86,40.09,46.32,102.57,POINT(-66.1120309512472 46.5609186602181)
New Brunswick,Dorchester,8.58,6.33,9.76,15.08,16.42,35.99,7.01,46.37,50.57,30.25,38.64,38.7,19.87,52.41,POINT(-64.5116121030481 45.904072994581)
New Brunswick,Douglas,12.03,6.03,11.12,14.99,18.26,33.6,8.7,296.78,200.23,300.49,280.36,191.31,117.4,752.29,POINT(-66.9415639187354 46.2815044416668)
New Brunswick,Drummond,10.65,5.67,9.88,16.2,17.16,36.13,7.72,298.1,257.64,216.32,368.76,360.87,109.61,440.71,POINT(-67.5677866414552 47.3079226002035)
New Brunswick,Dufferin,10.82,6.18,11.57,14.56,18.72,,8.01,55.43,33.51,29.42,52.83,5.02,,160.09,POINT(-67.2109505047097 45.1791602343323)
New Brunswick,Dumbarton,9.5,5.68,11.4,14.72,18.19,37.93,9.17,134.48,124.79,58.75,134.5,55.39,50.33,307.3,POINT(-67.0493556004823 45.412091233779)
New Brunswick,Dumfries,7.96,6.23,9.37,14.82,16.21,35.81,6.83,210.52,246.25,137.59,154.61,135.79,183.2,142.35,POINT(-67.2132759008128 45.8754369011338)
New Brunswick,Dundas,10.53,6.28,10.93,15.34,17.88,35.68,8.67,150.85,127.51,174.14,167.86,164.18,109.51,228.05,POINT(-64.6947162573002 46.3155556818309)
New Brunswick,Durham,9.17,5.86,10.5,15.22,15.01,36.76,8.17,119.06,101.56,156.22,139.4,155.17,50.58,178.84,POINT(-66.0849089751904 47.7629452507107)
New Brunswick,Edmundston,8.57,6.35,10.03,15.56,17.24,31.22,7.85,433.51,401.95,493.7,508.22,472.13,215.44,468.34,POINT(-68.3220055323883 47.37794840421)
New Brunswick,Eel Ground 2,12.71,6.42,11.79,15.57,18,34.54,,28.06,11.7,32.88,39.36,17.18,1.89,,POINT(-65.63373591961 46.9881746940643)
New Brunswick,Eel River 3,9.9,5.72,10.74,15.66,15.11,35.95,9.03,6.38,4.17,14,7.28,11.09,1.64,16.2,POINT(-66.3838511481201 48.0316163017222)
New Brunswick,Eel River Crossing,9.57,5.88,10.64,15.34,16.03,36.45,8.77,60.37,32.94,141.97,87.75,72.79,17.79,171.36,POINT(-66.4849311031053 47.9957499456477)
New Brunswick,Eldon,7.69,5.41,10.36,15.93,22.82,37.21,6.66,281.39,301.38,223.86,258.54,122.48,63.59,275.53,POINT(-67.0642121170239 47.6687612138955)
New Brunswick,Elgin,10.83,5.59,11.39,16.59,11.32,35,9.54,159.89,121.21,70.36,99.03,204.46,13.38,653.41,POINT(-65.0333910494525 45.8062436121959)
New Brunswick,Esgenoôpetitj 14,10.86,6.6,11.71,16.43,17.28,39.39,7.83,22.28,14.8,38.97,20.81,59.02,16,39.61,POINT(-65.1325637167151 47.2253519391831)
New Brunswick,Florenceville-Bristol,10.66,5.72,10.46,15.84,16.6,36.32,8.22,144.76,123.62,95.98,113.4,224.65,55.59,395.77,POINT(-67.5964910170309 46.4508409118239)
New Brunswick,Fort Folly 1,10.37,6.53,10.15,14.58,12.08,,,5.29,6.02,3.69,2.14,5.43,,,POINT(-64.4973638591376 45.890715624646)
New Brunswick,Fredericton,10.44,6.22,10.36,14.75,16.63,31.75,8,475.5,253.82,732.42,715.67,772.81,721.1,698.76,POINT(-66.6435888639596 45.9552237529053)
New Brunswick,Fredericton Junction,10.59,5.94,12.25,16.29,16.96,36.06,7.92,60.56,72.94,38.31,32.9,23.35,17.94,179.49,POINT(-66.6054149799219 45.6598413990626)
New Brunswick,Gagetown,8.2,6.32,9.61,15.51,20.55,35.81,7.03,88.57,101.21,84.71,63.89,55.47,46.66,75.55,POINT(-66.1610726584477 45.775369586326)
New Brunswick,Gladstone,10.85,5.84,12.02,15.75,17.81,36.32,7.96,64.84,68.51,55.94,48.92,42.59,23.42,180.47,POINT(-66.7401205505838 45.6198259297021)
New Brunswick,Glenelg,9.4,6.28,11.5,15.72,17.64,38.77,7.98,273.17,282.13,302.12,264.25,176.6,103.49,292.63,POINT(-65.2892921373989 46.9454359575299)
New Brunswick,Gordon,10.15,5.19,9.99,15.27,15.27,37.59,8.49,328.23,277.02,289.87,352.01,457.49,190.86,574.78,POINT(-67.1914542842965 46.8363615949909)
New Brunswick,Grand Bay-Westfield,11.26,6.07,10.31,14.72,18.9,32,7.99,184.66,105.96,247.44,266.88,218.92,89.03,366.52,POINT(-66.2488901685968 45.3366861686237)
New Brunswick,Grand Falls,8.39,6.21,8.98,15.54,17.13,36.27,7.38,325.8,345.86,248.67,295.04,314.52,251.5,254.27,POINT(-67.7451930245389 46.9172852602803)
New Brunswick,Grand Falls / Grand-Sault,9.14,6.19,9.29,15.59,15.48,34.98,7.66,121.39,79.46,155.65,195.31,281.96,102.05,174.59,POINT(-67.7557424746659 47.0463112705109)
New Brunswick,Grand Manan,10.99,7.7,12.75,17.03,18.8,43.54,9.68,413.87,295.03,647.02,107.5,41.92,35.2,2267.3,POINT(-66.810785161763 44.6995106528225)
New Brunswick,Grande-Anse,10.98,6.34,11.57,16.17,13.38,38.69,10.09,65.49,44.37,75.52,66.91,142.72,30.04,188.96,POINT(-65.1653837480443 47.8020741772629)
New Brunswick,Greenwich,10.68,5.68,10.97,14.78,17.83,38.32,8.27,159.13,159.27,141.63,96.82,76.12,12.73,455.58,POINT(-66.1229501620554 45.5111930229816)
New Brunswick,Hammond,9.7,5.32,10.35,16.64,20.7,,8.6,106.46,99.34,30.83,69.08,16.44,,305.3,POINT(-65.3947651716614 45.5686716677323)
New Brunswick,Hampstead,10.62,5.78,11.12,15.46,,,,64.73,73.92,50.44,38.33,,,,POINT(-66.1566159818448 45.6324034569904)
New Brunswick,Hampton,10.01,6.06,10.23,14.5,17.74,30.79,7.71,304.78,258.42,361.32,317.48,283.8,174.38,472.91,POINT(-65.8425011988185 45.5251927055727)
New Brunswick,Hanwell,8.87,6.26,10.06,15.03,16.57,33.7,7.53,198,198.11,150.74,204.66,144.99,160.77,216.01,POINT(-66.8018075847174 45.8522471259311)
