geohash,avgtimetopark
c3nfhkb,3.963
c3ng4m7,2.86
c3nf7v8,3.869
c3nfmv7,2.254
c3nfm6e,3.129
c3nfcpf,4.106
c3ncu79,3.704
c3nfvw5,2.96
c3ncmeh,4.317
c3nfnj4,7.4
c3nfesz,4.14
c3nfk7b,4.25
c3ng4mk,2.89
c3nf8gc,8.552
c3nfk4r,5.044
c3nfu8k,3.869
c3ncwv0,2.15
c3nfdby,3.623
c3nf3p6,3.925
c3nf7er,5.952
c3nfhg3,6.081
c3nf7gf,6.644
c3nfkhf,7.879
c3nfks1,5.177
c3nfdfz,4.252
c3nftpb,6.054
c3ncucc,3.875
c3nfjcu,5.665
c3nfc1q,3.49
c3nfk5t,5.892
c3nfkh9,7.438
c3nfkhk,7.021
c3nfnf6,3.756
c3nftu3,8.352
c3ncy8n,3.254
c3nf7uj,5.385
c3nfp0e,6.082
c3nftju,4.411
c3nfkj5,5.211
c3nfk53,5.239
c3nfkk0,6.576
c3nf5cx,3.107
c3nfk5q,4.969
c3nf7z8,4.459
c3nf7ep,5.193
c3ncuk8,4.839
c3ncw0u,4.194
c3nfd1f,6.363
c3nfgq0,2.857
c3ng41w,5.019
c3nf72s,5.178
c3nfk0r,4.707
c3nfm5f,3.565
c3nfhm1,3.869
c3ncs7n,4.359
c3nfe28,5.183
c3nfqq4,4.902
c3nfvw6,4.267
c3nfh5q,4.933
c3nf7yj,5.082
c3nfhrq,5.291
c3nftt7,4.343
c3ngh8s,4.891
c3nfhbk,4.606
c3nfd81,4.885
c3nfu73,4.678
c3nfk3b,3.837
c3nf3su,1.852
c3nfkkw,9.091
c3ng51b,2.783
c3nfkh2,4.663
c3nfkv6,5.08
c3nfshm,2.454
c3nfu87,4.698
c3nfhgq,6.019
c3nfkvw,8.085
c3ng544,3.089
c3ncwxf,5.235
c3nf7uw,6.737
c3nfngb,4.03
c3ngh62,4.596
c3ncm7d,5.411
c3nf6xb,6.422
c3ngjbs,5.259
c3nf7u4,5.152
c3nftfs,7.157
c3nfk68,4.904
c3nfx3b,3.282
c3nfm1g,4.556
c3nfjyu,3.063
c3nfkhm,7.476
c3nfz0e,3.015
c3ncupw,4.926
c3nfk5n,4.783
c3nf727,4.969
c3nfszd,3.219
c3nfh23,5.698
c3nfkkx,8.443
c3ncsku,5.941
c3nckjw,3.207
c3nfwwp,5.722
c3nf7gr,6.585
c3ng57v,3.791
c3ncx1w,4.767
c3ng5uf,3.65
c3nftcc,3.206
c3nfunm,4.628
c3ncs6e,4.944
c3nf7yq,6.13
c3ncs6q,5.243
c3nfdwk,5.207
c3nfkkj,7.126
c3ncs6t,6.28
c3nfhu2,5.453
c3nfmgk,4.025
c3nfdk4,4.055
c3nfd9g,2.062
c3nftnh,5.69
c3nfhxc,3.963
c3nfke8,6.788
c3ncqz4,3.558
c3nfk7g,5.253
c3ng4db,6.83
c3ncx3d,3.615
c3nfn7b,5.502
c3nfh60,6.268
c3ncur4,4.622
c3nfnfx,6.827
c3ng5t6,4.272
c3nfjye,3.812
c3ncqys,5.102
c3ncy84,5.327
c3nf5gh,3.493
c3nfc1w,4.89
c3nfkj1,6.313
c3ngndw,5.127
c3ncsd2,4.182
c3ncqte,2.287
c3nfqm9,5.818
c3nfqdf,3.603
c3nf7uu,6.847
c3nfhsr,6.642
c3nfk4x,5.225
c3nfshp,3.79
c3nf7g9,4.772
c3nfyb7,2.407
c3ncy0p,3.387
c3nfkeu,3.717
c3nfkj7,6.12
c3ncwsz,3.602
c3nfkhb,6.493
c3nf1zq,3.242
c3nfhcv,3.838
c3ncwtp,4.143
c3ncwx9,5.217
c3nfu5m,4.307
c3nfdex,4.547
c3nfh27,5.332
c3nf904,3.478
c3nf7gz,4.18
c3ncs6m,4.227
c3nfubp,3.352
c3nfwyh,2.8
c3nfduh,3.47
c3ncwuk,3.698
c3nfkmp,5.185
c3nfubr,2.937
c3nfe0w,4.708
c3ngh39,4.913
c3nfu32,4.485
c3nfs2w,5.233
c3nfkme,4.772
c3ngnc0,4.077
c3nfkke,7.82
c3nfk2p,5.592
c3ncsgm,4.807
c3nfvq8,3.778
c3nfj59,4.239
c3nfkk5,5.73
c3ncyu3,2.664
c3nfkjk,6.136
c3nfh9v,5.136
c3ncyr3,3.376
c3nfuq0,3.467
c3ncrn6,2.099
c3ncqvd,3.606
c3nf7vc,3.521
c3ncqgs,5.649
c3nf7zc,6.986
c3nfdnu,6.055
c3ng4jr,4.449
c3nfk60,4.785
c3nf1zz,3.629
c3ngjbw,3.969
c3nfvxy,3.649
c3nfc73,3.642
c3nfkmg,5.499
c3nf6u0,5.274
c3nfk51,5.649
c3ncsg0,3.286
c3nfkk4,7.361
c3ncvg5,6.341
c3nftp2,3.194
c3nfk7r,5.4
c3nfk7t,5.186
c3nf6zg,4.882
c3nf7gx,5.744
c3ncx1x,5.102
c3nfh5r,5.979
c3nfkbe,4.227
c3nf7vu,5.739
c3nfkhh,6.414
c3nfcp8,5.212
c3nfc76,4.018
c3nfkhp,8.339
c3nfk64,5.746
c3nfhrw,4.655
c3nfkhy,4.102
c3nf7x2,3.082
c3nfk1z,5.62
c3nf8hy,2.682
c3ncwe1,4.171
c3nfkh6,4.3
c3nfvq2,4.553
c3nfw40,4.039
c3nfkjs,4.297
c3nfk4j,3.64
c3nfjh4,5.415
c3nfwwk,2.513
c3nfhf6,6.199
c3ncs6f,4.667
c3nfksv,4.293
c3nfnwe,4.032
c3nfk52,5.732
c3ncgjk,7.085
c3nfkss,4.799
c3ncwv1,4.539
c3nfdtt,6.128
c3nfk76,4.594
c3nfk56,3.79
c3nf7ux,8.389
c3nfrmf,3.799
c3nfhuc,3.693
c3nf7ur,4.61
c3ncs32,3.333
c3nfjnu,4.2
c3nfk83,2.822
c3ncx36,4.792
c3nfkkz,5.867
c3nfng5,5.279
c3nfksq,3.876
c3nfkeg,4.244
c3nf722,3.921
c3ncqyn,4.633
c3nfnvc,2.681
c3nf7gu,4.608
c3nfh68,4.792
c3nfp4t,3.725
c3nfv49,2.374
c3nfrgz,4.111
c3nfezz,3.2
c3nfteh,2.985
c3nfrmg,2.522
c3nfkjz,4.982
c3nfm5c,4.726
c3nfks6,6.436
c3nfj93,3.465
c3nfjbv,3.446
c3nfd7k,3.174
c3nf7g2,3.141
c3ncxqk,4.171
c3nf7yt,4.772
c3nfh5v,5.474
c3nf7uy,5.817
c3nfj4v,3.413
c3ncqz1,4.596
c3nfw1s,4.167
c3nfhu9,5.481
c3nfd2b,2.79
c3nfb5n,4.586
c3ncqzh,4.114
c3nfxp8,2.085
c3ncsd8,4.442
c3nfqj3,3.256
c3nfucy,4.899
c3nfkhv,4.592
c3nfk79,6.824
c3nfks2,7.406
c3nfhz1,7.079
c3nfrg7,6.402
c3nf4uy,4.458
c3nfkks,5.001
c3nfkj6,4.414
c3ncs7j,2.691
c3ng519,2.938
c3nfkkh,4.666
c3nfc77,3.908
c3nfnf4,5.799
c3nf7uh,5.954
c3ncunj,3.298
c3nf7uv,6.167
c3nf6sr,5.739
c3nfhrt,7.117
c3nfe88,3.104
c3nfnf3,4.513
c3nctrz,3.035
c3nfhc4,4.58
c3nfkhx,7.916
c3ncs47,2.841
c3ncwxw,3.289
c3nce5h,4.989
c3ncwy2,4.033
c3nfkkm,7.266
c3ngndn,2.792
c3ncy74,4.801
c3nfkm2,5.914
c3nfh1r,2.934
c3nfq7r,2.474
c3ncs9b,5.214
c3nftc7,5.579
c3nfksx,3.982
c3ncqgg,3.972
c3nf7vr,4.633
c3nftch,5.108
c3nf75j,3.806
c3nfdb2,7.103
c3nf95w,3.717
c3nfjy1,4.776
c3nfk0w,3.234
c3nf3p4,2.221
c3nfw1v,5.621
c3nf7g3,4.596
c3nfshr,2.704
c3ncxh2,4.97
c3ngnbf,4.807
c3nfe0x,5.616
c3ngndp,2.872
c3ncu6c,3.493
c3nfdk6,2.679
c3nfksz,4
c3nfk4p,5.279
c3ncskw,3.041
c3nfkhg,6.553
c3ng47c,3.252
c3nfh5y,5.422
c3nfkkn,6.754
c3nf4y9,4.695
c3nf7u7,4.84
c3ncqqe,5.964
c3nftfg,6.243
c3nftjf,4.854
c3ncxku,2.909
c3nf7ym,6.151
c3ng5f1,3.912
c3nfhbv,4.274
c3nfke2,4.976
c3ncuzf,2.002
c3nfkc3,4.819
c3ncsky,3.862
c3nfkkg,4.896
c3nfkj2,5.538
c3nfkkt,7.965
c3nfe5b,5.065
c3nfkk6,7.339
c3nfk5g,4.506
c3nf72e,5.678
c3nfhkv,5.836
c3ncwu5,2.555
c3nf7ys,5.2
c3ncs67,5.846
c3nfkm8,6.488
c3nfv47,7.173
c3nfhhr,6.673
c3ncxmn,1.927
c3ngh27,2.97
c3nfdqg,6.949
c3nfurn,2.485
c3ncs6s,6.847
c3nfy81,3.635
c3nfqhm,1.876
c3nfksu,6.581
c3nfh5w,5.765
c3nfc74,6.694
c3nfufw,2.479
c3nfwy5,3.716
c3ncyu2,3.815
c3nfkt5,5.209
c3nfq38,4.395
c3ngjbm,3.494
c3nfp4m,3.166
