geohash,avgtimetopark
f241u5b,1.992
f244j77,3.851
f24450f,4.1
f241gp3,8.15
f244w8n,6.354
f244pu0,6.449
f244qv3,7.029
f244r2r,5.403
f2469qv,6.294
f24185j,2.619
f244mrr,4.711
f241uy2,6.05
f241m8z,4.024
f241910,6.626
f2469w3,4.265
f2419ev,1.996
f246d5s,3.047
f244w8k,4.533
f244r19,5.976
f244qr0,8.819
f240zd9,4.199
f244m6j,2.942
f241uum,6.481
f244qvb,5.775
f244qnt,5.194
f244hd1,4.14
f244h5g,3.881
f244rhj,4.401
f244k8y,4.373
f244nsw,7.024
f244my6,4.624
f241frz,2.613
f241gq7,3.559
f244rxs,3.342
f241f64,3.495
f244n8s,4.056
f246d5x,4.633
f241gyx,2.156
f241v5t,4.486
f241gqj,2.951
f244mfr,4.596
f241zcf,6.387
f2445e2,6.885
f244qe6,4.545
f241t3r,4.603
f241yn6,5.078
f241zfs,2.835
f241d62,2.164
f241m9q,5.202
f244myv,4.955
f2418n9,2.782
f241b2m,3.059
f246962,3.791
f241s3r,4.012
f244tbn,5.094
f244mt4,6.828
f241fvq,4.932
f244mve,4.013
f241y6u,6.192
f244nst,5.187
f241e8b,3.269
f241gmb,5.386
f241bbk,2.245
f2412y6,6.424
f241s2f,5.914
f244n84,3.431
f2417z7,4.909
f241mfx,7.706
f244m6k,4.91
f244m37,5.16
f244kce,4.06
f244mbk,3.414
f244pwb,4.567
f241ugh,6.722
f244pt0,5.312
f246djh,2.408
f244mtq,5.658
f241scy,3.647
f241r5j,4.228
f241uxq,5.53
f241s2c,5.671
f2418vx,3.563
f244pxf,2.732
f244r0j,3.313
f244hy2,2.28
f241gdu,5.445
f246878,7.18
f244mv2,3.212
f2468uz,3.879
f241usy,4.02
f2468ux,5.592
f244mc2,6.526
f241zfu,4.67
f244k23,7.72
f244569,2.63
f241smm,3.127
f244n8t,4.279
f244ms0,6.104
f2469fu,3.657
f2445up,4.712
f2444bj,8.379
f2418qx,2.98
f244m5n,5.831
f2462x4,3.482
f241s2b,4.854
f244nsy,4.413
f241gr1,4.357
f244muf,4.924
f241uv5,6.175
f244mhp,4.849
f244r1d,5.363
f244jz3,5.391
f244ms4,5.937
f2462w8,5.776
f244m9h,4.596
f244kcd,4.78
f24453g,4.47
f244mte,7.042
f21cxbt,5.911
f244myg,5.781
f244h8w,3.848
f244n5w,4.517
f241e8m,3.933
f244n87,4.458
f241su7,4.524
f244nvm,3.66
f241vk2,3.499
f244hbg,3.22
f2418jz,5.317
f2462w2,3.271
f244mds,4.517
f244qgp,3.428
f244jrz,4.602
f244m72,5.892
f244m3k,6.521
f244hnc,4.066
f244md8,3.763
f244mb8,6.419
f244m0x,5.281
f241br9,5.566
f244mwp,8.333
f241ufy,4.516
f2418rz,3.066
f241s37,3.922
f244m5p,3.628
f246d5w,4.994
f241gmc,3.752
f241ugr,1.963
f244jqy,4.584
f241e0f,7.196
f244m78,5.947
f244h0s,4.649
f244hpq,5.158
f244qet,5.36
f2418x4,4.49
f244h06,3.938
f24196q,1.506
f244hz4,4.681
f244x15,3.944
f241zf4,4.664
f241mb9,2.864
f241btr,4.519
f244mky,7.281
f244qnu,5.377
f24191b,3.628
f244msm,4.507
f244rh3,4.125
f244ru3,5.32
f2418x1,4.664
f244mv8,4.545
f241b2q,4.612
f244k8v,4.135
f244ptg,4.935
f241vjs,3.253
f244qhh,5.624
f241vsg,3.676
f244xc7,5.839
f244m1e,5.093
f244r0u,4.899
f244mkv,7.172
f241f67,5.132
f2418vn,4.756
f244hcx,4.1
f241bc2,3.669
f246cbk,5.925
f244hmy,5.804
f244rqv,4.337
f241b2t,4.072
f246f3m,4.834
f244r2q,8.744
f244q0v,3.787
f241s9c,3.02
f244m79,5.86
f2444bq,7.168
f241sd1,3.571
f241bc7,4.548
f244me8,5.295
f244hr8,7.683
f241b2r,2.948
f244rqw,5.194
f244m9k,6.775
f244pt5,4.611
f244rts,5.283
f241vv3,6.014
f244r0m,2.665
f244htc,4.614
f246dsz,3.278
f244ms2,5.271
f244mkp,6.032
f244h0t,3.407
f241vv9,5.435
f244m75,4.532
f244med,4.282
f244qre,6.566
f244pn5,5.665
f244mdd,4.253
f241vjd,4.764
f244qgq,5.547
f244013,6.237
f244pns,4.24
f244mt0,6.194
f244hng,6.738
f244mys,4.337
f244hzp,5.918
f241f3w,4.804
f241grh,3.783
f244h07,4.263
f244hph,4.927
f241brq,2.957
f241e90,3.945
f244w8y,6.825
f2445sk,6.17
f244mtx,4.512
f244q4p,6.501
f241vqg,4.155
f244psp,4.715
f2419r4,3.295
f241fxb,1.739
f244mc4,4.828
f2469xt,4.425
f241vn7,2.69
f244m7u,4.473
f241zpq,6.497
f244mkf,5.657
f241fet,3.407
f244hkb,3.875
f241uuh,2.997
f244h0z,3.763
f241e8e,5.615
f241ynt,4.126
f244mwe,7.452
f244qen,4.595
f244me1,4.971
f244ms1,4.206
f244k9t,3.94
f2418vq,5.139
f244md7,4.503
f244r6r,3.889
f2469dr,4.639
f244nvk,6.721
f244j58,2.62
f241e91,4.904
f244m9y,2.972
f2417ks,3.533
f244x8z,4.479
f244reu,3.849
f244r66,3.818
f244nsv,4.027
f244qpj,6.807
f244msj,3.804
f244j73,6.938
f244hkf,3.49
f244k2h,3.426
f244r80,3.267
f244r53,3.577
f241s3q,5.302
f24199f,3.368
f241b4x,1.614
f244mst,3.503
f244m8z,6.481
f244nhu,3.515
f241s0x,3.527
f244r6u,5.713
f244hmx,3.635
f244mkt,6.518
f244r61,5.616
f244mw4,5.879
f241jzh,6.622
f244meq,6.007
f244qep,3.742
f244hem,4.788
f24699f,3.12
f244t8q,4.029
f244m16,6.202
f244m5y,4.544
f241k76,7.148
f244mke,5.979
f241bg4,1.499
f241b2p,4.022
f244m7r,4.378
f244m5r,3.863
f244hk9,5.74
f244qh9,4.008
f241upc,4.7
f246fdz,2.766
f244qvc,5.014
f244qeh,6.32
f2418nu,8.907
f244hss,8.371
f244hkg,5.728
f244rz8,5.914
f24180u,5.621
f2418zd,1.688
f244msh,4.502
f241mb8,3.59
f2444br,2.814
f244m7y,4.846
f241zsp,5.742
f244qpr,5.307
f244r78,6.808
f244mdc,5.4
f244kc1,4.499
f246d60,2.647
f2445g0,3.383
